withdraw_id,user_id,asset,amount,address,is_new_address,timestamp
W000021,U00006,ETH,4.537892,0xnqebjbckj9xyjjolxujf3t04lboqs0cy851py5dj,True,2026-06-16 23:05:47.729519
W000022,U00006,ETH,4.219644,0xies1vzgosvvh4czerjfedqlw8iexubhla7jedhh7,False,2026-07-05 21:05:47.729523
W000023,U00006,BTC,1.033858,0x1i7ppp88xf7ge05yb827txd7h59jl7n3hzb0m6zo,False,2026-06-27 03:05:47.729527
W000024,U00006,ETH,0.257549,0x8ww1508fqru05798ie4ty2f1boi2sr496i6lw639,False,2026-07-02 09:05:47.729530
W000025,U00007,USDT,4.170538,0xq0y5ym4905gmwnsrlu87ofdgxmucv8wn82549wst,True,2026-06-28 19:05:47.729547
W000026,U00007,ETH,3.433228,0xgpqy3xn69pfeeua6cgflg7js0gvxq4b2re0bdy2d,False,2026-07-03 07:05:47.729550
W000027,U00008,BTC,1.183207,0xubhgoujl0pmws5eo2yky3zkoaqnbljkyzesygp1b,True,2026-06-29 13:05:47.729565
W000028,U00008,BTC,3.66602,0xb1nicsjcm71qlyz4udjk0oen35piujbsevljo4v9,False,2026-06-15 22:05:47.729568
W000029,U00008,ETH,4.31944,0x147jhm59nipr6uhb0v6ud0uv8m1auxzjzcahhwv4,False,2026-06-26 03:05:47.729571
W000030,U00008,USDT,3.359663,0x3vubsrjs0k1gh9sq0rfpyk93bz9t7hbut83sx7co,False,2026-07-04 01:05:47.729574
W000031,U00008,USDT,0.993828,0x5dar9lsbnlix2sdvrehrrm9sjubttolq8ju7l8wz,False,2026-06-15 11:05:47.729577
W000032,U00009,ETH,0.032072,0x6erntquzj6qxg4lk23lny7fj7qmdcqihvv2615ga,True,2026-07-10 08:05:47.729590
W000033,U00009,BTC,3.322972,0xg9174nrzmmeeecfb9tqe84o91yjxeaqv0j161t1n,False,2026-06-16 17:05:47.729594
W000034,U00009,ETH,0.485043,0xj9dr4zsrmx4oy3jemj4h3i1ev3ywu2mi8serddyb,False,2026-06-30 01:05:47.729598
W000035,U00009,USDT,3.913344,0xj6bg5p2ftwyu0o0k5wnabcwos25fdgqthedg5c30,False,2026-06-15 05:05:47.729601
W000036,U00009,BTC,3.926062,0x94fz7lzxenln215hkhhg8gwg1nxuhix2p9qyq1qe,False,2026-07-06 14:05:47.729604
W000037,U00009,BTC,2.153909,0xlhjg3u8zdp9x2ow6k5fc1ufrfvrm8kpxgvltn0ul,False,2026-06-26 15:05:47.729607
W000038,U00010,BTC,4.026989,0x4gpa9pc4o7pcoatsxygmmukax5f9dkcutkoe252w,True,2026-07-11 22:05:47.729620
W000039,U00010,BTC,0.28085,0x6wq70fjybahlspi5xdq2p86onxhemrnkoq65fmz2,False,2026-07-10 08:05:47.729624
W000040,U00011,ETH,3.673998,0xmgp6ire60mu5hw076qty7kbgqmimi3oqc3lxzczg,True,2026-06-18 16:05:47.729636
W000041,U00011,USDT,2.168181,0xktd8vv8mwobreopx1cccrt52vbwy0palwe5z40yk,False,2026-06-29 18:05:47.729639
W000042,U00011,USDT,2.963971,0x1baubmy6isecep9vqubi3n3brm3kbr78l0tvl3s8,False,2026-07-14 11:05:47.729642
W000043,U00011,ETH,3.007659,0x6ykyu4lhbxilqlq7acrtumqeida9b695n2ar5x0k,False,2026-06-27 10:05:47.729646
W000044,U00011,ETH,1.492632,0x8nte32zpiru9glsq9f1jkrznr3vqp8lol3nut3ct,False,2026-07-06 15:05:47.729649
W000045,U00011,USDT,1.092272,0xsvwet8j94n2x7u971vyf4ty5keafjgnjpeipp6ci,False,2026-07-13 00:05:47.729652
W000046,U00011,BTC,4.047366,0xg9k30cmsth3hs4yxk2jo8v0e3m23yz51it851w7a,False,2026-07-13 20:05:47.729655
W000047,U00011,USDT,4.135384,0xgsllmmn2l2jjy7hcp8fr0c92uz5u7z9l3v2proqp,False,2026-06-19 18:05:47.729657
W000048,U00012,BTC,4.264058,0xlycvb7vnjaexkgncuqk0a8kugn9knqk48kij7u53,True,2026-06-16 00:05:47.729671
W000049,U00012,USDT,2.889155,0xm62j3zuyf43zyq8sa24n1qxyn71x4xnbqwqtcbp8,False,2026-06-28 16:05:47.729674
W000050,U00012,BTC,2.943217,0x456xoexl50o2mfitvatf7fnu45lp7sj0hhvh37iv,False,2026-07-03 17:05:47.729678
W000051,U00013,BTC,4.73743,0xssis8q0sv2z5vnb4nw68h34jse7hcqpv4fi3slpp,True,2026-06-15 15:05:47.729691
W000052,U00013,ETH,2.331326,0xtapu8o8zshsd2koavsii1msjoubgxqohpg268duw,False,2026-07-12 18:05:47.729694
W000053,U00013,USDT,2.343552,0xhih419zyjo0wjqu0yy7qb5ddszrma91qfkuy7dkb,False,2026-06-30 18:05:47.729698
W000054,U00013,USDT,1.182426,0xyomm10mr7ijc043x7nqm4scjkrib0n95gmfgcy49,False,2026-06-28 00:05:47.729701
W000055,U00013,BTC,3.273231,0xzy2tjxhcbv8rzif36qfjnwr3ssj0zg04y85lwdo7,False,2026-06-24 03:05:47.729704
W000056,U00014,USDT,3.105496,0xydmirwtojw30k757mwo0rts95pupxpnomp291dvo,True,2026-06-22 16:05:47.729717
W000057,U00014,ETH,3.66191,0x2eqf9ki37ap3jx1mwdzq7elpuzeuzqfa1b6iwdn7,False,2026-07-09 06:05:47.729721
W000058,U00014,USDT,4.625408,0x7e6d6kt5iv3vcbkof625ehtmwaqqjepp12y0ag1p,False,2026-07-11 08:05:47.729725
W000059,U00014,USDT,1.370501,0xdv4fn28i85hyieh3u8p84r443evs10lijo6n4hh0,False,2026-06-19 15:05:47.729728
W000060,U00014,USDT,1.786379,0xt4ucr8vkt0fry0glr1rm9z2c36dtr3x64m0zhw0p,False,2026-07-05 08:05:47.729731
W000061,U00014,USDT,0.134349,0xvjgq55jg8bjg7jcx44ehkpczbkbijc2f5bit212o,False,2026-07-10 10:05:47.729734
W000062,U00014,BTC,2.604438,0xql3v3cp6wvhxwgjmhwfif64cfs6c3anb22mwx2y7,False,2026-06-15 01:05:47.729738
W000063,U00014,ETH,0.259107,0xzfye3qp20gudi3i8s7h4tt5fuh1z50qihky0nhx7,False,2026-07-06 12:05:47.729741
W000064,U00015,BTC,3.401465,0xpc474ldwjluzj9dkkzq5lmrghpjcovqmczwigf9v,True,2026-07-13 03:05:47.729754
W000065,U00015,ETH,0.374993,0x96vj4jr013lo09fxlyh0x6jx8sg1j686kkom6kpg,False,2026-06-23 17:05:47.729758
W000066,U00015,USDT,1.546972,0x4otat532j91svqbx0eq5xl8cjp7oxflcf4t8buhz,False,2026-07-03 05:05:47.729762
W000067,U00016,BTC,3.572082,0xnonmiuwlvbv3kqeo0bis34nfbt9ob12nfzsi8mct,True,2026-06-19 12:05:47.729775
W000068,U00016,USDT,0.675972,0x2q5n2c321pbuna2j8whorwsve5g329cdojvddrgt,False,2026-07-10 14:05:47.729778
W000069,U00016,USDT,1.709576,0x8ik128odwex6yy80ijfyoigabiv5r7scbtw71pl6,False,2026-07-01 02:05:47.729782
W000070,U00016,BTC,2.271578,0x369hwj365m3mzd71tbtna7lh151mse4if0dko5ps,False,2026-06-16 08:05:47.729785
W000071,U00016,USDT,0.721954,0xos5vydpupo01p1v4nyhfggbj2oivkv8g1vz8hss6,False,2026-06-19 01:05:47.729788
W000072,U00016,BTC,1.20477,0xk9unqbwy92ijazmhad583tcz1mzr6h6b0vx57wqa,False,2026-07-10 23:05:47.729792
W000073,U00016,BTC,4.033885,0xg19j8xhacud4u0t8iczdm5asv9hmg4u2q26a774p,False,2026-06-16 13:05:47.729795
W000074,U00016,BTC,3.493321,0xuy9nxg68h93eowzctaqrm3j8bcq930csobef6t0c,False,2026-06-28 03:05:47.729798
W000075,U00017,USDT,2.872396,0xtm266bu4nc697s8wqytcxthzqyw7yjqmati8z7d1,True,2026-06-14 12:05:47.729811
W000076,U00017,USDT,0.845713,0x62649m7op7t40k7aen87y4qd0n2bxlbyw97c8y39,False,2026-07-03 01:05:47.729815
W000077,U00018,BTC,1.13551,0xy5v8hd3kylo7km7wptp30txpcvy8iogox1rth2qy,True,2026-06-20 03:05:47.729827
W000078,U00018,BTC,0.711322,0xgua9axg207iu6zt93l19uvgpwve1eh42a17e55k7,False,2026-07-05 20:05:47.729832
W000079,U00018,USDT,1.0977,0xyoj8b0n80uv13jic18p5xd37ht6sh2wxb7v35ul3,False,2026-07-07 20:05:47.729835
W000080,U00018,ETH,0.558568,0x6du8mc114xkixv3pgde0dg5d1zc4u8rnrjvkmr9e,False,2026-06-15 14:05:47.729839
W000081,U00018,BTC,0.780984,0xre5chmwaevr3eanzdy8y1xwgs2edyctvl2h2nbtv,False,2026-06-29 10:05:47.729842
W000082,U00018,ETH,4.948911,0xpqoy5qkyuqdne7ewnn6v1b3juepsw3g1987h8osw,False,2026-06-15 05:05:47.729845
W000083,U00018,ETH,0.848008,0x7u12ncy2f66wfrfng60wjp0m2wq3kphpcdccta6c,False,2026-06-25 19:05:47.729848
W000084,U00018,ETH,3.261772,0xt7w00aedwipac5vn0qxppy14m03kpe40yurynyp4,False,2026-06-16 04:05:47.729852
W000085,U00021,USDT,1.059987,0xkv8sep8wvldt05uwr2fweze6bsdyi8mz4ffw5f27,True,2026-06-27 19:05:47.729883
W000086,U00021,USDT,0.83203,0xedqx210wczc6resfq8htskc6olkeaswxnthur88h,False,2026-07-10 19:05:47.729886
W000087,U00021,ETH,1.062902,0x5gsjjowtqb7t3w54m2h7c2ayx8ca9lb0l27qjfoz,False,2026-07-12 03:05:47.729890
W000088,U00021,USDT,3.335017,0xatmovui0bv641yx399xha2ud420fxhx0wp6toq0n,False,2026-06-25 14:05:47.729893
W000089,U00021,BTC,4.759251,0xp4v60bqfdfl3osvqu6kjzfk45c7tukqirw0tmob5,False,2026-06-30 16:05:47.729897
W000090,U00021,ETH,2.078577,0xz67d5ab8po4oyk95zgdbgbwf84puezwbao8n8j16,False,2026-07-09 14:05:47.729900
W000091,U00022,USDT,3.787961,0x4feeywklznbi6x87yw3hew1868rqjibtravoxyny,True,2026-07-06 19:05:47.729913
W000092,U00022,USDT,4.634291,0xqd7sfy02pcwmwql87920rqj1pdr2cxobzdjz71jn,False,2026-06-24 15:05:47.729917
W000093,U00022,BTC,1.66096,0xfauscg7ih4mv5xx60aqpvw90wip9x4bu7jmdmrlt,False,2026-06-25 14:05:47.729920
W000094,U00022,BTC,3.663736,0xl83qi3ly315ub1qx509tmy2kjq6wiesi38mk760p,False,2026-06-29 10:05:47.729924
W000095,U00022,BTC,2.827418,0xkyrtoca9r3pytzrpmgloticohbe03n6ao29gfb2v,False,2026-06-28 00:05:47.729927
W000096,U00023,BTC,0.953009,0x8xf1q60ot3pe9sn0pqglpd6py15wtzgx48e1cm09,True,2026-07-03 08:05:47.729940
W000097,U00023,ETH,1.242625,0x6urvrl5wyxhbpqbgqken41sh57ns4y6tm7jef8ad,False,2026-07-13 19:05:47.729944
W000098,U00023,ETH,4.018313,0xra929cvlg1hgdyng4438uwjflj60z9jeyyvyon2t,False,2026-06-20 14:05:47.729947
W000099,U00023,ETH,0.308829,0x760emem0l0omew6qb9brucmstzgxgwifnhmiax82,False,2026-07-10 03:05:47.729951
W000100,U00023,ETH,4.407963,0x3eeem42lqdaon4cyokbjh9mix0qz6e4ph7x3v0t3,False,2026-07-01 21:05:47.729954
W000101,U00023,USDT,1.61578,0xw7doz247nl7a6icva025krlbilelb9zw334vu7uy,False,2026-06-15 00:05:47.729958
W000102,U00023,BTC,3.34556,0xpr3qxtm92ek5iag4hgnr7tglwudtu8hy0vqoizjj,False,2026-07-06 20:05:47.729961
W000103,U00023,BTC,1.060723,0xnhbzeknoslrgo4ffigbajxz2fe2y7nf59lctslqt,False,2026-07-05 18:05:47.729964
W000104,U00024,USDT,0.621413,0xiwd3ri5picat7kxdfflm9r3454nbyp84glj8xjpw,True,2026-07-14 01:05:47.729978
W000105,U00024,ETH,4.008882,0xzswvai7bv5qyfd0icnalqb34m9d6alxf15jh9evx,False,2026-06-18 23:05:47.729981
W000106,U00024,ETH,4.133535,0x9mzc55tqw3ca5ureqjxe490h6jfooxryc6s5w1ta,False,2026-07-03 21:05:47.729984
W000107,U00024,USDT,2.716148,0xhbudeu05m0a9ua5o0o7i8l7hxs9ens1d4n27f7lk,False,2026-06-15 10:05:47.729988
W000108,U00025,BTC,1.186759,0xozuvq0g9wi9ijbn9fq5llsnceyplc0pbgh34jdkh,True,2026-06-19 18:05:47.730001
W000109,U00025,ETH,2.189558,0xa0ja1yx8i9pd5kwm1fskx06z54dufgp3vrkpuotc,False,2026-07-10 10:05:47.730004
W000110,U00025,ETH,0.224404,0xpg2eaz1qazkojkj3rn48yso6plr7ing4ta65qqyg,False,2026-06-19 23:05:47.730012
W000111,U00025,ETH,4.189196,0xbk9mr1psluxp2vlj8qslv37m4ilan0q7w6drpxkr,False,2026-06-22 22:05:47.730016
W000112,U00025,ETH,1.859514,0x449nqwtmx4ky4n7xmer41lnowkhetw46p33y9yy4,False,2026-07-12 19:05:47.730019
W000113,U00025,ETH,4.529695,0xwmz1gmz99c7t7pp8zza2kp5el5fr4wbbn6wwqzua,False,2026-07-04 20:05:47.730022
W000114,U00025,ETH,1.615873,0x9x1xh775iouw5rd9bny3tr02vsnejee1xvausn12,False,2026-07-09 03:05:47.730026
W000115,U00025,ETH,3.580518,0xhpi2q9jofeev3izv46gj8u71p6oov7w5raul9rxb,False,2026-07-07 12:05:47.730029
W000116,U00026,ETH,2.13167,0xkjer0y8wxlrk1hbtgo8q227zlv0bcw2on3bi1vmx,True,2026-07-11 06:05:47.730043
W000117,U00026,BTC,4.357402,0x2qpb3xi7dlfus315jsl1v3xgset19zyfqbgu84si,False,2026-07-03 10:05:47.730046
W000118,U00026,USDT,4.537016,0x6ffcmg21pq3usim3jp6gfzyzw6fhl8rk554zxjth,False,2026-07-14 01:05:47.730050
W000119,U00026,USDT,3.882274,0x87smvzgydd43yyx2l3wb5f9so7wqbuv530cv89l6,False,2026-06-15 10:05:47.730053
W000120,U00026,ETH,0.81101,0xe98b15mhzi465r54atvf27fkxcvbx13vsdorbm1x,False,2026-07-11 08:05:47.730056
W000121,U00026,ETH,4.58187,0x3n1k77b421k785xteha0x5xp7yrshbnymea14f7t,False,2026-06-30 22:05:47.730060
W000122,U00026,BTC,3.683838,0x53ovpflua0dl6rrupqvhranteu36fhkdow4d8i7k,False,2026-06-29 00:05:47.730063
W000123,U00028,USDT,4.014595,0x7gmo1swmx07uik7klyupa35el1q50dpn3bl3mf6g,True,2026-07-05 07:05:47.730084
W000124,U00028,BTC,3.56991,0x6cw51zhc25sdlmuv11rrtj91az1yan1ug4t218e6,False,2026-07-08 16:05:47.730087
W000125,U00028,BTC,1.553662,0xsgn06ttqwutcv4k4pw9hfo3nrrx77mgd7mobk80m,False,2026-06-30 10:05:47.730090
W000126,U00028,BTC,4.933751,0xqj2gqiakkalpza7u9pa9lifwd46ezxcnyad52dnv,False,2026-06-23 20:05:47.730093
W000127,U00028,BTC,0.842604,0x4rdl0hxkhpu23go0edum8entptfqa0wvzn9zx5gu,False,2026-07-06 07:05:47.730096
W000128,U00029,USDT,0.668742,0xe665igoevyn7caq1zgjasqlrd94pez2m7amv4ocq,True,2026-06-30 12:05:47.730108
W000129,U00029,BTC,1.111621,0xs6zwl7rvc1tfgh1z5wvfwq7xc6uka67exlob1wqa,False,2026-07-14 09:05:47.730111
W000130,U00030,ETH,0.817824,0xkue0u9cdrrnkpnbk2lgxfi723j0uvnao4oktrwil,True,2026-06-18 15:05:47.730127
W000131,U00030,BTC,3.750782,0x64t062omojpgs1hid7hv0vlz2wkr61x6vn7xhdwr,False,2026-07-08 21:05:47.730131
W000132,U00030,BTC,4.804042,0x5jsykzoq5ooe9wb8aqdgchnexsl5sjy5uq213pm1,False,2026-06-17 21:05:47.730134
W000133,U00031,ETH,4.838291,0xzlsfln49ivu78kw5gbqwhgt4t6lpk5vvce731pnz,True,2026-07-12 21:05:47.730145
W000134,U00031,ETH,3.722993,0x02yxi442vge193czzx6l7cbnfirwver3lie8fsw1,False,2026-07-01 23:05:47.730149
W000135,U00031,BTC,4.122881,0xsuh8p51ebvj8b5znac3yhvsux0zph8f9khimcfe0,False,2026-06-14 20:05:47.730152
W000136,U00031,BTC,2.627576,0xdlhj7oewvvilm091ii8erkf9g0z7vec3nvvziy77,False,2026-06-17 02:05:47.730155
W000137,U00031,BTC,2.950075,0xxh8qeff1adcqo0b07ylp2b15nq6wm8q34kakg1oh,False,2026-06-18 15:05:47.730158
W000138,U00031,BTC,1.174022,0x2h1t4l5jthxkf2f00oa5uu2sr5emdapkstlqtubu,False,2026-07-06 09:05:47.730161
W000139,U00032,ETH,3.913592,0xkbm6vva88jpeqfj6eeb9zg0avneysu36z9j7jq6v,True,2026-06-20 11:05:47.730172
W000140,U00032,BTC,1.462861,0xdgj02y9i69me321lylty4h8jn99t0iem6znv1zk1,False,2026-07-13 12:05:47.730176
W000141,U00032,BTC,0.426717,0xfeqknqqpxbylcry5pyu1c91x5e2h2yp70ezdqlrd,False,2026-06-16 23:05:47.730179
W000142,U00032,USDT,2.247964,0xo2ijr0dct1xhr2qrf0tzamaer3fo0ebv5rusfpg8,False,2026-07-03 06:05:47.730182
W000143,U00033,USDT,4.692767,0xbidj6ip1r9bdghxjlg7ftqkr0uwrt25mp7emrhnh,True,2026-06-17 04:05:47.730194
W000144,U00033,USDT,3.077557,0x067d2iqzw0ghj7zmwvwuyrpkpbgddjxgo7ng299r,False,2026-07-10 23:05:47.730197
W000145,U00033,USDT,0.843873,0x3sd90jsk5x0jtxdu1iudg2zoxq6mhm8wqz8jbs9j,False,2026-07-12 11:05:47.730200
W000146,U00033,BTC,4.281474,0xsf9dlincamc808sa57fq9x4iscgwl8tjwlvjm5r8,False,2026-07-02 20:05:47.730203
W000147,U00033,ETH,4.543379,0xi05kuy0ttkxq4xjujckyjbo4yztii43aekxw4pqn,False,2026-06-18 05:05:47.730206
W000148,U00033,BTC,0.675881,0xax28xtkmbi1uwcx98c3v0lfgnyk5ew2xc0vq3kzy,False,2026-07-05 02:05:47.730209
W000149,U00033,BTC,4.645018,0xz3dfmj6f69mfds33v5wm0vf2ndhj0h9yt157vkua,False,2026-07-10 12:05:47.730212
W000150,U00034,ETH,0.826055,0x3bfc9qsouqm83fgmr867nic8hdnfpj7rra4yj9d8,True,2026-07-04 16:05:47.730226
W000151,U00034,USDT,0.870248,0xt52zs9s87vmyod8j8thczqe2pxa2j22719lk8j3y,False,2026-06-25 12:05:47.730230
W000152,U00035,USDT,2.402699,0xummzvi17az1lh4pvnoserugpe4svxnsqsf1qnmgc,True,2026-06-22 17:05:47.730242
W000153,U00035,BTC,3.204869,0xpbedrgny39qe6smzpnrfuo8k24qlzdg1gcmz8drq,False,2026-06-20 15:05:47.730245
W000154,U00035,ETH,1.942833,0xr7g70vaqdc9ritupd0rmk19fx0nfnx1z22w8l0jp,False,2026-06-20 01:05:47.730248
W000155,U00035,USDT,3.523803,0x91e76j826trljbbcs3xbwk31m5uwcocnsjuz1rje,False,2026-07-02 01:05:47.730251
W000156,U00035,USDT,3.680071,0xqpe3cmy2dethhu2aiiphsrdmrej3chdynrhs977u,False,2026-06-22 08:05:47.730254
W000157,U00035,BTC,1.919836,0x6ty58ujfkls1fs2pz689r8gs526ms98a5ez22kc6,False,2026-06-18 15:05:47.730257
W000158,U00035,USDT,1.736289,0xa4q9cd58eadj48pjq0lw9rzvyuy3voq7tdju3unz,False,2026-06-15 04:05:47.730260
W000159,U00036,BTC,4.403361,0x4pwdbaonw9rk2lcll92uzefq89c3duae78c6kkz5,True,2026-07-10 22:05:47.730272
W000160,U00036,USDT,2.121923,0xt2sdhw8w6j51bxba8r89k1gg6u76q1o35dhzxh4i,False,2026-07-09 12:05:47.730275
W000161,U00036,USDT,2.11029,0xd17mwo2iivjkk1hw7sheo76n1v55ulpeiratujes,False,2026-07-03 17:05:47.730278
W000162,U00036,USDT,0.731155,0x0amq1nzg9knwoqb0d111nq881zs6n1th881nz89r,False,2026-06-16 21:05:47.730281
W000163,U00036,ETH,3.466965,0xzv8nynhcg17ih20a5ihkl2tcci9jlo51bzs6650k,False,2026-07-05 19:05:47.730284
W000164,U00037,USDT,3.566484,0xglj3d7c7xdb959u4u934xn60ff4hwls0jhrzmcb3,True,2026-06-28 22:05:47.730296
W000165,U00038,ETH,1.756595,0xr3xdyvdq65u4wmzotzeav9cpl3wpgxud9d3h8jr4,True,2026-06-25 12:05:47.730307
W000166,U00038,ETH,4.800882,0x05la1bcbzjeci3pizki39yx2kupcyfl3avozoomd,False,2026-06-30 04:05:47.730311
W000167,U00038,USDT,3.222998,0xl40gew15d8yvwn8dszz3t86h22t9qzw87l3kxqy0,False,2026-06-29 07:05:47.730314
W000168,U00038,USDT,2.978389,0xefxtmm4xpwvcyp84k04ckcjvp5u68ip91awd3aad,False,2026-06-17 10:05:47.730317
W000169,U00038,USDT,0.722039,0xsn7lrty2sjzy5s7sdu1c4ggunlyxs6a6i9f8ry8n,False,2026-06-18 22:05:47.730320
W000170,U00039,ETH,0.285802,0xmcw9imxe40ffx35w4dus8oybvtbvl26qz6twfwvh,True,2026-07-11 17:05:47.730336
W000171,U00039,BTC,2.479584,0x4ozlx29z0s9e3pfi68xoou9nss9hpu2tob6rtv2c,False,2026-06-29 14:05:47.730340
W000172,U00039,ETH,4.675253,0x1rawp6zczw28sx6ynvavt6lkhxn1oxx592pmcz1i,False,2026-06-21 21:05:47.730344
W000173,U00039,ETH,1.120875,0xlmvlmy1cv09ac4b9l6rwconidk5becgo877n3jf2,False,2026-07-06 20:05:47.730349
W000174,U00040,ETH,1.068814,0xsoouvtguukwd6v3tvhfh3zxv0xkko1gavmqtsk0a,True,2026-06-18 02:05:47.730368
W000175,U00040,ETH,1.304574,0xiwhe7s1jnjc62dt06goyd0dmme7nmsizj5uh12r3,False,2026-07-12 01:05:47.730372
W000176,U00040,USDT,4.747993,0xmpcoxj2zztkcs0uzfrvz0uwvcva1cd0dq5621wjc,False,2026-06-30 16:05:47.730376
W000177,U00040,USDT,1.583662,0xkda3l3shs0h3d8ccjdq4qg3lwwhmyam18jcgciem,False,2026-06-16 15:05:47.730380
W000178,U00040,USDT,0.840138,0xttvoeygll2nvkh52giz2w3i9pw2fkzib4rvlqn58,False,2026-06-15 08:05:47.730384
W000179,U00041,USDT,0.745915,0xybb0g2rlk4032o0tfn2ca5qzu8guuay6qe11hbfd,True,2026-06-19 23:05:47.730402
W000180,U00041,BTC,4.119038,0xit1pk51k85ady4p9ub8v2tzck1hf4zer1ev66qwi,False,2026-07-11 20:05:47.730406
W000181,U00041,ETH,1.982588,0xayshqhb0bn7gcw184n8id8po7zkriq9yfu4tvikr,False,2026-06-29 07:05:47.730411
W000182,U00041,USDT,1.623344,0xtens67qhw390d9g0j7ez41myq5m2mv5cvczsjnt2,False,2026-06-19 15:05:47.730415
W000183,U00043,USDT,0.96345,0xjdbf26intlbdmcwkfoj8mcypstuojvg45xzgj03a,True,2026-06-24 17:05:47.730439
W000184,U00043,USDT,2.293337,0x6mrd1996oo8cc1ulvmst66unr0md7cwn12uqg7vo,False,2026-07-07 10:05:47.730442
W000185,U00043,ETH,4.135952,0xcazns2sak692pbaflqdaqf19ymqxytx5ht5sbu6j,False,2026-06-18 17:05:47.730445
W000186,U00044,BTC,4.691799,0xvvint1l55802o2awq8lamwbtjxm25i492iswdmxg,True,2026-06-18 20:05:47.730456
W000187,U00044,BTC,4.731202,0x1h5yo8zmyzezgix4c1x11jsjj9ni5x71hw3pwgxb,False,2026-06-20 00:05:47.730460
W000188,U00044,USDT,0.923763,0xce0plkmslpd77spjojjnncxvx3llc1me9nd6pbe6,False,2026-07-10 04:05:47.730463
W000189,U00044,BTC,0.085737,0xmxdi27tlswginy5nn47gxio5jysjzbokkltiwzdl,False,2026-07-01 23:05:47.730466
W000190,U00045,BTC,4.251913,0x0s3h3bkcsa0z977y2doxyh53kf5gg472przz0hjq,True,2026-06-17 12:05:47.730477
W000191,U00045,ETH,3.512986,0xeajxu191iink94jhcyw49a4ejzee6pxzs69c3fic,False,2026-06-29 08:05:47.730481
W000192,U00045,BTC,4.023675,0xdmnoihtv659p2bh1moaxvhvofc2y0m1ie9pwyq7i,False,2026-07-06 12:05:47.730484
W000193,U00045,BTC,2.447853,0xyqh5behlsh3whuhj2bz3ac85gwrl2jpzxu8znfki,False,2026-07-06 04:05:47.730487
W000194,U00046,ETH,2.341179,0xl9drsk0m3hujhstz6svznjo9uayfcvzekumgwlpk,True,2026-07-05 06:05:47.730498
W000195,U00046,ETH,2.103878,0xslf5f5h0ryrt9zy6xbtmoag7swp2gn5857e4jqmx,False,2026-06-30 08:05:47.730502
W000196,U00046,ETH,3.147016,0xapvdda054sw3ufiuycpxy4pjtw65ygt7ix80214x,False,2026-06-20 12:05:47.730505
