user_id,country,kyc_level,account_created_time,vip_level
U00126,FR,FULL,2025-11-19 11:05:47.476013,NORMAL
U00127,CA,FULL,2026-03-02 11:05:47.476014,GOLD
U00128,US,FULL,2025-08-20 11:05:47.476016,NORMAL
U00129,DE,FULL,2025-12-17 11:05:47.476017,SILVER
U00130,JP,FULL,2025-11-13 11:05:47.476019,NORMAL
U00131,AU,NONE,2025-11-04 11:05:47.476020,NORMAL
U00132,SG,FULL,2025-11-20 11:05:47.476022,GOLD
U00133,US,FULL,2025-08-01 11:05:47.476023,NORMAL
U00134,UK,FULL,2026-06-02 11:05:47.476024,NORMAL
U00135,SG,NONE,2025-10-22 11:05:47.476026,NORMAL
U00136,JP,FULL,2025-12-30 11:05:47.476027,NORMAL
U00137,DE,FULL,2025-12-03 11:05:47.476028,NORMAL
U00138,AU,NONE,2026-05-05 11:05:47.476030,NORMAL
U00139,FR,BASIC,2026-05-20 11:05:47.476031,NORMAL
U00140,US,NONE,2025-07-17 11:05:47.476032,GOLD
U00141,US,BASIC,2026-03-05 11:05:47.476034,NORMAL
U00142,UK,BASIC,2025-10-16 11:05:47.476035,NORMAL
U00143,FR,BASIC,2026-02-04 11:05:47.476037,NORMAL
U00144,SG,INTERMEDIATE,2026-04-18 11:05:47.476038,NORMAL
U00145,DE,FULL,2026-06-02 11:05:47.476039,NORMAL
U00146,UK,BASIC,2026-03-06 11:05:47.476041,NORMAL
U00147,UK,NONE,2026-01-12 11:05:47.476042,NORMAL
U00148,FR,NONE,2025-11-08 11:05:47.476043,NORMAL
U00149,US,FULL,2025-12-23 11:05:47.476044,SILVER
U00150,CA,INTERMEDIATE,2026-04-22 11:05:47.476046,NORMAL
U00151,SG,FULL,2025-10-23 11:05:47.476047,NORMAL
U00152,DE,FULL,2025-09-21 11:05:47.476049,NORMAL
U00153,DE,INTERMEDIATE,2025-08-16 11:05:47.476050,SILVER
U00154,DE,FULL,2026-05-02 11:05:47.476051,NORMAL
U00155,CA,INTERMEDIATE,2025-10-21 11:05:47.476053,NORMAL
U00156,SG,FULL,2025-12-31 11:05:47.476054,NORMAL
U00157,FR,INTERMEDIATE,2026-02-03 11:05:47.476055,SILVER
U00158,US,BASIC,2026-01-25 11:05:47.476056,NORMAL
U00159,AU,BASIC,2025-11-19 11:05:47.476058,NORMAL
U00160,AU,FULL,2025-07-20 11:05:47.476059,NORMAL
U00161,DE,BASIC,2026-04-29 11:05:47.476061,NORMAL
U00162,DE,INTERMEDIATE,2026-02-11 11:05:47.476062,NORMAL
U00163,FR,FULL,2025-09-17 11:05:47.476063,PLATINUM
U00164,FR,INTERMEDIATE,2025-09-07 11:05:47.476064,NORMAL
U00165,DE,INTERMEDIATE,2026-01-28 11:05:47.476066,NORMAL
U00166,FR,NONE,2026-03-09 11:05:47.476067,NORMAL
U00167,JP,BASIC,2026-03-13 11:05:47.476068,NORMAL
U00168,DE,NONE,2026-01-25 11:05:47.476070,SILVER
U00169,JP,INTERMEDIATE,2026-01-15 11:05:47.476071,NORMAL
U00170,SG,INTERMEDIATE,2026-06-08 11:05:47.476072,NORMAL
U00171,DE,BASIC,2026-05-19 11:05:47.476073,NORMAL
U00172,UK,NONE,2025-10-07 11:05:47.476075,NORMAL
U00173,AU,FULL,2025-10-18 11:05:47.476076,NORMAL
U00174,DE,FULL,2026-05-20 11:05:47.476077,NORMAL
U00175,CA,FULL,2026-05-13 11:05:47.476079,NORMAL
U00176,US,BASIC,2025-07-28 11:05:47.476080,NORMAL
U00177,DE,NONE,2025-08-31 11:05:47.476081,PLATINUM
U00178,CA,BASIC,2026-04-16 11:05:47.476083,NORMAL
U00179,AU,FULL,2025-12-03 11:05:47.476084,NORMAL
U00180,CA,INTERMEDIATE,2025-08-18 11:05:47.476085,NORMAL
U00181,UK,BASIC,2026-05-16 11:05:47.476087,NORMAL
U00182,UK,BASIC,2026-01-31 11:05:47.476088,NORMAL
U00183,UK,BASIC,2025-09-06 11:05:47.476089,NORMAL
U00184,AU,INTERMEDIATE,2025-10-28 11:05:47.476090,NORMAL
U00185,DE,FULL,2026-01-19 11:05:47.476092,NORMAL
U00186,DE,BASIC,2026-02-16 11:05:47.476093,NORMAL
U00187,JP,BASIC,2025-09-10 11:05:47.476094,GOLD
U00188,UK,NONE,2026-04-04 11:05:47.476096,NORMAL
U00189,DE,FULL,2026-01-09 11:05:47.476097,NORMAL
U00190,CA,INTERMEDIATE,2026-01-11 11:05:47.476098,NORMAL
U00191,AU,NONE,2025-10-06 11:05:47.476100,NORMAL
U00192,FR,INTERMEDIATE,2025-11-06 11:05:47.476101,NORMAL
U00193,US,INTERMEDIATE,2026-02-18 11:05:47.476102,NORMAL
U00194,AU,FULL,2026-03-18 11:05:47.476104,GOLD
U00195,CA,FULL,2026-03-15 11:05:47.476105,GOLD
U00196,FR,FULL,2025-10-18 11:05:47.476106,NORMAL
U00197,SG,INTERMEDIATE,2026-04-23 11:05:47.476108,NORMAL
U00198,DE,FULL,2025-10-05 11:05:47.476109,SILVER
U00199,US,FULL,2025-09-07 11:05:47.476110,NORMAL
U00200,FR,NONE,2026-02-06 11:05:47.476112,GOLD
U00201,US,FULL,2025-11-21 11:05:47.476113,NORMAL
U00202,FR,FULL,2026-03-11 11:05:47.476114,NORMAL
U00203,JP,INTERMEDIATE,2026-05-20 11:05:47.476116,NORMAL
U00204,AU,FULL,2026-01-19 11:05:47.476117,NORMAL
U00205,JP,BASIC,2025-07-28 11:05:47.476118,NORMAL
U00206,CA,NONE,2026-06-08 11:05:47.476120,NORMAL
U00207,AU,NONE,2026-04-18 11:05:47.476121,NORMAL
U00208,AU,INTERMEDIATE,2026-03-29 11:05:47.476123,NORMAL
U00209,CA,FULL,2026-01-27 11:05:47.476124,PLATINUM
U00210,AU,BASIC,2026-02-11 11:05:47.476125,NORMAL
U00211,SG,NONE,2025-08-13 11:05:47.476127,NORMAL
U00212,FR,INTERMEDIATE,2025-11-15 11:05:47.476128,SILVER
U00213,DE,FULL,2026-01-22 11:05:47.476130,SILVER
U00214,AU,INTERMEDIATE,2025-10-30 11:05:47.476131,NORMAL
U00215,CA,FULL,2025-09-10 11:05:47.476133,GOLD
U00216,JP,FULL,2026-03-11 11:05:47.476134,NORMAL
U00217,US,INTERMEDIATE,2025-11-17 11:05:47.476135,NORMAL
U00218,CA,BASIC,2025-12-02 11:05:47.476137,NORMAL
U00219,SG,INTERMEDIATE,2026-05-28 11:05:47.476139,SILVER
U00220,UK,FULL,2025-11-02 11:05:47.476140,NORMAL
U00221,CA,BASIC,2026-04-03 11:05:47.476141,NORMAL
U00222,FR,FULL,2026-01-31 11:05:47.476143,NORMAL
U00223,CA,INTERMEDIATE,2025-12-29 11:05:47.476144,NORMAL
U00224,US,NONE,2025-10-09 11:05:47.476146,NORMAL
U00225,JP,NONE,2026-01-19 11:05:47.476147,NORMAL
U00226,UK,FULL,2026-04-26 11:05:47.476149,NORMAL
U00227,US,NONE,2026-01-13 11:05:47.476150,NORMAL
U00228,DE,INTERMEDIATE,2026-05-18 11:05:47.476151,NORMAL
U00229,JP,FULL,2026-04-02 11:05:47.476153,NORMAL
U00230,SG,BASIC,2026-03-15 11:05:47.476154,NORMAL
U00231,JP,FULL,2025-12-02 11:05:47.476156,GOLD
U00232,JP,FULL,2026-04-03 11:05:47.476157,NORMAL
U00233,DE,NONE,2025-10-23 11:05:47.476158,SILVER
U00234,DE,BASIC,2025-10-20 11:05:47.476160,NORMAL
U00235,DE,FULL,2025-12-21 11:05:47.476161,NORMAL
U00236,DE,BASIC,2025-10-25 11:05:47.476163,PLATINUM
U00237,UK,BASIC,2025-10-11 11:05:47.476164,NORMAL
U00238,DE,INTERMEDIATE,2025-12-14 11:05:47.476166,NORMAL
U00239,DE,NONE,2025-11-25 11:05:47.476167,NORMAL
U00240,AU,INTERMEDIATE,2026-05-21 11:05:47.476169,NORMAL
U00241,FR,BASIC,2026-02-18 11:05:47.476170,NORMAL
U00242,DE,BASIC,2025-08-02 11:05:47.476172,NORMAL
U00243,US,INTERMEDIATE,2025-07-29 11:05:47.476173,NORMAL
U00244,FR,BASIC,2026-05-29 11:05:47.476175,NORMAL
U00245,FR,FULL,2026-01-15 11:05:47.476176,NORMAL
U00246,FR,INTERMEDIATE,2026-04-09 11:05:47.476178,SILVER
U00247,AU,INTERMEDIATE,2026-02-04 11:05:47.476180,NORMAL
U00248,UK,FULL,2025-12-24 11:05:47.476181,GOLD
U00249,JP,FULL,2026-04-04 11:05:47.476183,GOLD
U00250,FR,NONE,2025-09-03 11:05:47.476184,NORMAL
U00251,DE,NONE,2026-06-08 11:05:47.476186,NORMAL
U00252,CA,INTERMEDIATE,2026-02-01 11:05:47.476187,NORMAL
U00253,AU,NONE,2026-02-16 11:05:47.476189,NORMAL
U00254,FR,BASIC,2025-09-01 11:05:47.476190,NORMAL
U00255,AU,INTERMEDIATE,2025-07-25 11:05:47.476191,NORMAL
U00256,SG,NONE,2026-04-17 11:05:47.476193,GOLD
U00257,AU,NONE,2026-01-11 11:05:47.476194,NORMAL
U00258,SG,FULL,2025-09-13 11:05:47.476196,NORMAL
U00259,CA,BASIC,2025-09-12 11:05:47.476197,SILVER
U00260,UK,FULL,2025-07-15 11:05:47.476199,NORMAL
U00261,US,INTERMEDIATE,2026-01-23 11:05:47.476200,NORMAL
U00262,JP,INTERMEDIATE,2025-10-31 11:05:47.476202,NORMAL
U00263,FR,NONE,2025-12-09 11:05:47.476203,NORMAL
U00264,UK,FULL,2026-03-10 11:05:47.476205,NORMAL
U00265,US,NONE,2026-02-27 11:05:47.476206,NORMAL
U00266,SG,BASIC,2026-02-11 11:05:47.476208,NORMAL
U00267,JP,BASIC,2025-09-05 11:05:47.476209,SILVER
U00268,FR,BASIC,2026-02-16 11:05:47.476210,NORMAL
U00269,US,INTERMEDIATE,2025-08-14 11:05:47.476212,SILVER
U00270,SG,INTERMEDIATE,2026-04-02 11:05:47.476213,NORMAL
U00271,US,BASIC,2026-04-20 11:05:47.476215,NORMAL
U00272,FR,NONE,2026-02-14 11:05:47.476216,NORMAL
U00273,SG,FULL,2026-05-20 11:05:47.476218,NORMAL
U00274,AU,FULL,2026-05-14 11:05:47.476219,NORMAL
U00275,UK,FULL,2025-09-26 11:05:47.476220,NORMAL
U00276,US,INTERMEDIATE,2025-08-05 11:05:47.476222,NORMAL
U00277,US,FULL,2026-05-31 11:05:47.476223,SILVER
U00278,UK,FULL,2025-11-09 11:05:47.476225,NORMAL
U00279,UK,NONE,2025-10-31 11:05:47.476226,NORMAL
U00280,UK,BASIC,2026-04-01 11:05:47.476228,NORMAL
U00281,FR,FULL,2025-07-26 11:05:47.476229,PLATINUM
U00282,DE,FULL,2025-09-17 11:05:47.476230,NORMAL
U00283,UK,NONE,2025-11-07 11:05:47.476232,SILVER
U00284,JP,FULL,2025-07-17 11:05:47.476233,NORMAL
U00285,CA,INTERMEDIATE,2026-02-19 11:05:47.476235,SILVER
U00286,CA,NONE,2025-11-23 11:05:47.476236,NORMAL
U00287,DE,INTERMEDIATE,2026-01-06 11:05:47.476237,GOLD
U00288,UK,NONE,2025-10-16 11:05:47.476239,SILVER
U00289,CA,NONE,2026-04-29 11:05:47.476240,NORMAL
U00290,SG,NONE,2025-12-07 11:05:47.476242,NORMAL
U00291,FR,NONE,2025-09-01 11:05:47.476243,NORMAL
U00292,US,INTERMEDIATE,2025-11-11 11:05:47.476244,NORMAL
U00293,UK,BASIC,2025-12-17 11:05:47.476246,NORMAL
U00294,JP,NONE,2025-10-12 11:05:47.476248,NORMAL
U00295,FR,NONE,2025-09-04 11:05:47.476249,NORMAL
U00296,JP,FULL,2025-08-26 11:05:47.476250,SILVER
U00297,US,INTERMEDIATE,2025-08-01 11:05:47.476252,NORMAL
U00298,DE,INTERMEDIATE,2026-01-27 11:05:47.476253,NORMAL
U00299,SG,FULL,2026-03-15 11:05:47.476255,NORMAL
U00300,US,NONE,2025-07-26 11:05:47.476256,NORMAL
U00301,CA,FULL,2026-02-25 11:05:47.476258,NORMAL
U00302,FR,INTERMEDIATE,2026-03-27 11:05:47.476259,NORMAL
U00303,UK,NONE,2025-08-29 11:05:47.476261,NORMAL
U00304,US,NONE,2025-08-03 11:05:47.476262,NORMAL
U00305,AU,FULL,2025-11-10 11:05:47.476264,NORMAL
U00306,UK,INTERMEDIATE,2026-02-25 11:05:47.476265,NORMAL
U00307,AU,INTERMEDIATE,2026-01-21 11:05:47.476267,NORMAL
U00308,US,NONE,2025-11-25 11:05:47.476268,NORMAL
U00309,SG,INTERMEDIATE,2026-02-27 11:05:47.476269,NORMAL
U00310,US,FULL,2026-04-15 11:05:47.476271,NORMAL
U00311,SG,FULL,2026-03-18 11:05:47.476272,NORMAL
U00312,FR,NONE,2026-02-18 11:05:47.476274,NORMAL
U00313,CA,NONE,2026-05-25 11:05:47.476275,NORMAL
U00314,FR,FULL,2026-05-07 11:05:47.476277,NORMAL
U00315,CA,INTERMEDIATE,2025-07-23 11:05:47.476278,NORMAL
U00316,FR,BASIC,2026-06-05 11:05:47.476280,SILVER
U00317,AU,INTERMEDIATE,2025-08-03 11:05:47.476281,NORMAL
U00318,JP,FULL,2026-04-22 11:05:47.476282,NORMAL
U00319,UK,FULL,2025-09-20 11:05:47.476284,SILVER
U00320,JP,INTERMEDIATE,2025-12-24 11:05:47.476285,NORMAL
U00321,UK,BASIC,2026-05-07 11:05:47.476287,GOLD
U00322,FR,BASIC,2025-12-19 11:05:47.476288,NORMAL
U00323,DE,BASIC,2026-04-02 11:05:47.476290,NORMAL
U00324,UK,BASIC,2026-03-29 11:05:47.476291,GOLD
U00325,AU,FULL,2025-07-29 11:05:47.476292,NORMAL
U00326,AU,INTERMEDIATE,2025-08-23 11:05:47.476294,SILVER
U00327,FR,BASIC,2025-07-29 11:05:47.476295,NORMAL
U00328,AU,INTERMEDIATE,2025-10-18 11:05:47.476297,NORMAL
U00329,US,INTERMEDIATE,2025-08-17 11:05:47.476298,NORMAL
U00330,AU,FULL,2026-01-08 11:05:47.476300,NORMAL
U00331,DE,NONE,2025-12-09 11:05:47.476301,NORMAL
U00332,CA,FULL,2026-04-30 11:05:47.476302,NORMAL
U00333,AU,BASIC,2026-05-25 11:05:47.476304,NORMAL
U00334,SG,NONE,2025-10-15 11:05:47.476306,NORMAL
U00335,UK,BASIC,2025-12-22 11:05:47.476307,NORMAL
U00336,AU,BASIC,2025-11-03 11:05:47.476309,NORMAL
U00337,CA,FULL,2026-01-22 11:05:47.476310,NORMAL
U00338,US,INTERMEDIATE,2025-08-13 11:05:47.476312,NORMAL
U00339,CA,INTERMEDIATE,2026-04-28 11:05:47.476313,NORMAL
U00340,SG,INTERMEDIATE,2025-08-11 11:05:47.476314,NORMAL
U00341,FR,INTERMEDIATE,2026-04-04 11:05:47.476316,GOLD
U00342,SG,NONE,2025-11-27 11:05:47.476317,NORMAL
U00343,FR,BASIC,2025-12-05 11:05:47.476319,NORMAL
U00344,UK,FULL,2025-09-19 11:05:47.476320,NORMAL
U00345,FR,INTERMEDIATE,2026-06-06 11:05:47.476322,NORMAL
U00346,FR,FULL,2026-02-26 11:05:47.476323,NORMAL
U00347,SG,NONE,2026-04-06 11:05:47.476325,NORMAL
U00348,US,INTERMEDIATE,2026-04-25 11:05:47.476326,SILVER
U00349,SG,FULL,2025-08-03 11:05:47.476328,NORMAL
U00350,SG,FULL,2026-03-15 11:05:47.476329,NORMAL
U00351,JP,FULL,2025-12-11 11:05:47.476331,NORMAL
U00352,JP,BASIC,2025-10-29 11:05:47.476332,NORMAL
U00353,JP,INTERMEDIATE,2025-10-18 11:05:47.476333,NORMAL
U00354,AU,FULL,2025-08-27 11:05:47.476335,NORMAL
U00355,CA,BASIC,2025-12-02 11:05:47.476337,SILVER
U00356,SG,INTERMEDIATE,2025-08-10 11:05:47.476338,NORMAL
U00357,FR,NONE,2025-10-12 11:05:47.476339,NORMAL
U00358,UK,INTERMEDIATE,2025-09-24 11:05:47.476341,NORMAL
U00359,DE,FULL,2026-03-25 11:05:47.476342,GOLD
U00360,CA,NONE,2026-04-01 11:05:47.476344,GOLD
U00361,AU,INTERMEDIATE,2026-02-22 11:05:47.476345,GOLD
U00362,US,FULL,2025-11-15 11:05:47.476346,NORMAL
U00363,CA,NONE,2026-02-15 11:05:47.476348,NORMAL
U00364,FR,NONE,2026-06-01 11:05:47.476349,SILVER
U00365,FR,BASIC,2025-07-18 11:05:47.476351,NORMAL
U00366,AU,BASIC,2026-01-20 11:05:47.476352,NORMAL
U00367,AU,NONE,2025-10-18 11:05:47.476353,GOLD
U00368,DE,BASIC,2026-06-06 11:05:47.476355,SILVER
U00369,CA,NONE,2025-09-08 11:05:47.476356,NORMAL
U00370,DE,NONE,2026-02-14 11:05:47.476358,NORMAL
U00371,AU,NONE,2025-11-13 11:05:47.476359,NORMAL
U00372,US,BASIC,2025-10-03 11:05:47.476361,NORMAL
U00373,CA,NONE,2026-01-17 11:05:47.476362,NORMAL
U00374,CA,BASIC,2026-02-12 11:05:47.476363,NORMAL
U00375,FR,NONE,2026-05-03 11:05:47.476365,GOLD
U00376,US,FULL,2025-09-10 11:05:47.476366,SILVER
U00377,CA,INTERMEDIATE,2026-05-24 11:05:47.476368,NORMAL
U00378,FR,NONE,2026-06-07 11:05:47.476369,NORMAL
U00379,UK,INTERMEDIATE,2025-07-29 11:05:47.476371,NORMAL
U00380,FR,BASIC,2025-12-17 11:05:47.476372,SILVER
U00381,AU,BASIC,2025-10-21 11:05:47.476374,SILVER
U00382,AU,NONE,2026-05-14 11:05:47.476375,NORMAL
U00383,JP,NONE,2026-05-24 11:05:47.476377,NORMAL
U00384,CA,FULL,2026-01-08 11:05:47.476378,NORMAL
U00385,JP,INTERMEDIATE,2025-07-19 11:05:47.476379,NORMAL
U00386,FR,INTERMEDIATE,2026-05-22 11:05:47.476381,NORMAL
U00387,CA,FULL,2025-12-09 11:05:47.476382,NORMAL
U00388,FR,BASIC,2025-11-30 11:05:47.476384,NORMAL
U00389,FR,INTERMEDIATE,2025-10-04 11:05:47.476385,SILVER
U00390,UK,FULL,2025-11-10 11:05:47.476387,NORMAL
U00391,DE,INTERMEDIATE,2026-03-15 11:05:47.476388,NORMAL
U00392,DE,INTERMEDIATE,2025-12-30 11:05:47.476390,NORMAL
U00393,SG,FULL,2025-11-09 11:05:47.476391,NORMAL
U00394,FR,FULL,2026-05-25 11:05:47.476392,NORMAL
U00395,UK,FULL,2026-05-17 11:05:47.476394,NORMAL
U00396,US,BASIC,2026-03-26 11:05:47.476395,SILVER
U00397,US,BASIC,2025-11-03 11:05:47.476397,NORMAL
U00398,FR,INTERMEDIATE,2025-07-20 11:05:47.476398,NORMAL
U00399,US,BASIC,2025-08-29 11:05:47.476400,NORMAL
U00400,FR,FULL,2025-12-08 11:05:47.476401,NORMAL
U00401,SG,INTERMEDIATE,2025-08-26 11:05:47.476403,NORMAL
U00402,DE,BASIC,2025-07-18 11:05:47.476404,GOLD
U00403,SG,FULL,2026-06-02 11:05:47.476406,NORMAL
U00404,UK,INTERMEDIATE,2025-09-01 11:05:47.476407,NORMAL
U00405,JP,INTERMEDIATE,2025-10-30 11:05:47.476408,NORMAL
